...1,Green.Space.5.mil,Green.Space.12.5.mil,Green.Space.25.mil,Temp.Redux.5.mil,Temp.Redux.12.5.mil,Temp.Redux.25.mil,BlockGroup,AvgReduxinNighttimeAnnualTemp_Celsius,PercentPopIncomeBelow2xPovertyLevel,Percent_GreenSpace,long,lat
158,84.4100415695352,84.410079288986,84.410677451287,0.993980642215169,0.993981203461656,0.993990103816333,371000000000,1.002335,34.99308437,84.41000366,-79.07583765,36.06802991
159,74.2000283267775,74.2000523081231,74.2004115812397,0.842060772051549,0.84206112888193,0.842066474685499,371000000000,0.751791,21.60278746,74.19999695,-79.10539222,36.07888479
160,71.0700421048121,71.0700926594455,71.0709884077358,0.795488148769969,0.795488900997528,0.795502229282294,371000000000,0.7655,41.82879377,71.06999969,-79.11123321,36.07347412
161,83.6800363335705,83.6800695843061,83.6805828757028,0.983118530871172,0.98311902562542,0.983126663143658,371000000000,0.99394,31.63716814,83.68000031,-79.13125081,36.07151326
162,84.3700532581492,84.3701370418147,84.3726570225031,0.993385636221604,0.993386882880476,0.993424378927728,371000000000,1.044536,50.9762533,84.37000275,-79.10887611,36.04834707
163,84.8800256245561,84.8800448617672,84.8803333883834,1.00097376895459,1.00097405519463,1.0009783483258,371000000000,1.046813,13.46085724,84.87999725,-79.09068678,35.95609831
164,71.3300275109323,71.3300429909785,71.3302791803482,0.799356601063136,0.79935683139845,0.79936034577767,371000000000,0.790019,4.362801378,71.33000183,-79.06672769,35.96510476
165,72.3900269879295,72.3900450282881,72.3903169617447,0.815128861009336,0.815129129440814,0.815133175674099,371000000000,0.747673,10.95768374,72.38999939,-79.03275312,35.96297023
166,60.0000147542798,60.0000757333566,60.0008855280296,0.63077170053289,0.630772607870933,0.630784657209035,371000000000,0.60679,44.22187982,55.29000092,-79.01109837,35.95095432
167,77.8600872415038,77.9200327551449,99.9959362897929,0.89652061082902,0.897412569970768,1.22589092930172,371000000000,0.822262,71.08585859,77.86000061,-79.06112661,35.91755449
168,87.7700284609789,87.7700533149679,87.7704255594617,1.04397555996532,1.04397592978019,1.04398146859134,371000000000,1.156149,22.75334608,87.76999664,-79.04590046,35.92656293
169,67.5000980653772,89.0850738728529,99.9979113764867,0.742369174086264,1.0635427753529,1.22592031759994,371000000000,0.675853,74.40510737,67.5,-79.05360914,35.91853932
170,81.2300416259562,81.2300802535164,81.2306966226891,0.946663839870028,0.946664414628727,0.946673585892511,371000000000,1.050435,35.59742191,81.23000336,-79.03439056,35.91428411
171,67.4821289512238,94.6046735579771,99.9994226254201,0.74210180269073,1.14567164703816,1.22594280422521,371000000000,0.467075,100,54.02999878,-79.05119511,35.91340217
172,67.3906948030103,94.5575883582721,99.9994230173875,0.740741308478348,1.14497104291006,1.22594281005749,371000000000,0.269164,100,33.09000015,-79.04965692,35.91021633
173,67.4460383596128,94.5848786269817,99.9994228304558,0.741564792810203,1.14537710840484,1.22594280727604,371000000000,0.486198,100,44.77999878,-79.04309904,35.90649278
174,67.4736221971963,94.5346063623958,99.9994232256588,0.741975226462409,1.14462908235168,1.22594281315646,371000000000,0.162987,100,21.93000031,-79.05008345,35.90494336
175,60.0001439218873,88.255941491583,99.663359564908,0.63077362248203,1.05120570186279,1.22094235463657,371000000000,0.416423,87.79495525,40.33000183,-79.04404864,35.90016694
176,60.000029033027,60.0001882309123,81.6570675539074,0.630771912993479,0.630774281778072,0.953017771249781,371000000000,0.365415,60.57951482,50.93999863,-79.05896635,35.90965866
177,75.0300552050306,75.0301774045586,76.4960071751226,0.854411155207612,0.854412973475227,0.876223784404783,371000000000,0.924401,56.09756098,75.02999878,-79.05817906,35.89983487
178,88.9700709205268,88.9703655274361,99.9980239253806,1.06183158917024,1.06183597277312,1.22592199227097,371000000000,1.069609,63.97790055,88.97000122,-79.06651689,35.9405322
179,85.8900432429532,85.8900985097128,85.8911310808425,1.01600232394287,1.0160031462845,1.01601851042441,371000000000,1.077901,43.66341714,85.88999939,-79.06400732,35.92667699
180,84.8300299737822,84.8300488733594,84.830332562856,1.00022985877605,1.00023013999227,1.00023436114952,371000000000,1.055529,12.75862069,84.83000183,-79.04872702,35.95583562
181,91.730049775027,91.7301138840086,91.7314649794506,1.10289868862062,1.10289964253007,1.10291974615181,371000000000,1.222715,46.5392562,91.73000336,-79.04503341,35.94561257
182,87.6200405707228,87.6200780479483,87.6206715151288,1.0417438154737,1.041744373116,1.04175320360964,371000000000,1.125369,34.82972136,87.62000275,-79.04858851,35.93800534
183,81.4300282624388,81.4300468556412,81.430326348158,0.949639540598962,0.949639817256477,0.949643975964781,371000000000,0.903531,12.13235294,81.43000031,-79.02845695,35.9503089
184,86.5400285020228,86.5400466217297,86.540319071291,1.02567377821215,1.02567404782429,1.02567810173696,371000000000,1.127758,11.03038309,86.54000092,-79.03369366,35.9380982
185,62.1700306973311,62.1700566350686,62.1704471715306,0.663060448106766,0.663060834047276,0.663066645033726,371000000000,0.642349,24.26653406,62.16999817,-79.01141515,35.9392307
186,65.6200345225411,65.6200591458258,65.620428665438,0.714394772629968,0.714395139012079,0.714400637278356,371000000000,0.712859,22.52934495,65.62000275,-79.01733808,35.91323711
187,60.0000100024054,60.0000554310662,60.0004859463914,0.630771629827386,0.630772305783046,0.630778711634906,371000000000,0.496851,34.20647149,44.86000061,-79.02627327,35.93015239
188,76.7800262930779,76.7800442356418,76.7803146549176,0.880449846261692,0.880450113238033,0.880454136941067,371000000000,0.924341,10.71044133,76.77999878,-79.01341952,35.92652677
189,84.9900256856768,84.9900441295807,84.9903213066002,1.00261051462828,1.00261078906431,1.00261491331918,371000000000,0.998756,11.77474403,84.98999786,-79.0297625,35.88603298
190,87.5200259869915,87.5200467281134,87.5203568681683,1.04025564868942,1.0402559573069,1.04026057203519,371000000000,1.080361,16.33237822,87.51999664,-79.05435273,35.87047935
191,78.6500475595681,78.6501111257373,78.6514327516393,0.908274823688622,0.908275769521301,0.908295434651078,371000000000,0.916013,46.33792603,78.65000153,-79.06873474,35.89557033
192,73.280027702284,73.2800476835427,73.2803473831246,0.828371624731135,0.82837192204223,0.828376381421517,371000000000,0.841606,15.0055991,73.27999878,-79.0741095,35.88745941
193,69.6900330282164,69.6900556408684,69.6903942806567,0.774954306672385,0.774954643137292,0.774959681927295,371000000000,0.790708,19.57943925,69.69000244,-79.07226721,35.87631929
